,weekday,hour,region,count,total_amount_sum,duration_min,duration_sum,duration_max
525,3,3,1,107,1164.32,1,194072,84772
526,3,3,2,593,5397.610000000001,2,220813,83833
527,3,3,3,1327,12590.200000000003,2,321766,3939
528,3,3,4,133,1502.7799999999997,2,39852,3926
529,3,3,5,347,2717.3799999999997,2,71477,3949
530,3,3,6,218,1586.62,3,129003,85256
531,3,3,7,26,223.04000000000005,2,5973,680
532,3,4,1,89,858.5799999999998,2,18459,3133
533,3,4,2,504,3949.2600000000007,3,100082,2354
534,3,4,3,1082,9484.770000000002,1,540337,83240
535,3,4,4,116,1597.9000000000003,3,23124,1817
536,3,4,5,359,2655.069999999999,2,63984,2389
537,3,4,6,196,1409.4199999999996,3,40476,2267
538,3,4,7,24,269.55,2,3037,588
539,3,5,1,140,1157.6399999999996,1,112194,83114
540,3,5,2,285,2501.0600000000004,2,45697,1539
541,3,5,3,1446,12829.020000000002,2,371418,83943
542,3,5,4,341,2535.649999999999,2,141815,83600
543,3,5,5,975,6876.700000000002,1,250487,83089
544,3,5,6,220,1720.3999999999999,3,112987,66768
545,3,5,7,22,163.56000000000003,12,6063,853
546,3,6,1,479,4068.39,2,193312,86244
547,3,6,2,526,4896.040000000004,0,510475,84484
548,3,6,3,4149,31956.92999999996,0,1212883,86351
549,3,6,4,832,6539.060000000003,2,160528,4710
550,3,6,5,2679,17543.610000000008,2,827962,86284
551,3,6,6,481,3749.3100000000004,2,95713,3905
552,3,6,7,68,756.49,9,77684,62875
553,3,7,1,1057,9230.150000000001,2,534681,86111
554,3,7,2,1029,9283.940000000002,2,449055,86318
555,3,7,3,8067,63441.78999999991,1,2591717,86202
556,3,7,4,2004,17429.679999999997,3,867330,83567
557,3,7,5,7427,54969.14999999992,2,3620475,86282
558,3,7,6,1467,10653.300000000008,1,690839,83123
559,3,7,7,116,830.09,8,117202,85431
560,3,8,1,1674,14116.820000000002,1,980501,86240
561,3,8,2,1626,13214.510000000006,2,643926,85998
562,3,8,3,10401,84867.20000000007,1,4425208,86290
563,3,8,4,3113,23379.84999999999,2,1286694,86329
564,3,8,5,10496,73911.34000000001,1,3846078,86289
565,3,8,6,1704,12761.350000000006,2,647043,85647
566,3,8,7,207,1385.9199999999998,1,65053,2253
567,3,9,1,1653,13701.010000000004,2,692869,84502
568,3,9,2,1919,14468.840000000004,2,557434,5993
569,3,9,3,10905,90533.26000000015,1,4636136,86356
570,3,9,4,2934,19997.289999999994,1,864538,86344
571,3,9,5,8711,60047.68999999989,2,3468826,86274
572,3,9,6,990,7403.010000000004,2,518591,85911
573,3,9,7,104,1092.1100000000001,4,32012,2844
574,3,10,1,1307,11322.380000000005,2,495202,6659
575,3,10,2,1751,15669.440000000002,1,543410,3608
576,3,10,3,9499,82670.95000000007,0,5276419,86328
577,3,10,4,3126,21933.35999999999,2,1392000,86283
578,3,10,5,8768,60334.22999999987,2,3235733,86089
579,3,10,6,617,4267.869999999999,3,153815,4453
580,3,10,7,51,611.77,5,15571,1487
581,3,11,1,1227,11678.380000000003,2,573011,85420
582,3,11,2,1711,14660.87,1,572895,6199
583,3,11,3,9770,84501.71000000008,0,5054370,86276
584,3,11,4,3704,25390.519999999975,1,1205915,85834
585,3,11,5,9803,69486.43999999994,1,3885868,85969
586,3,11,6,617,4794.740000000001,2,166655,2911
587,3,11,7,69,873.0699999999999,1,17095,823
588,3,12,1,1207,11585.850000000004,2,439120,6711
589,3,12,2,1815,15193.740000000005,2,767730,86296
590,3,12,3,10204,90389.1400000001,1,4645326,86264
591,3,12,4,3961,28191.999999999978,1,1491970,86234
592,3,12,5,10610,75848.95999999993,1,4788187,86282
593,3,12,6,816,6257.160000000002,2,289208,86341
594,3,12,7,67,579.6800000000001,7,21250,812
595,3,13,1,1136,10790.440000000006,2,421397,8444
596,3,13,2,1596,12728.430000000006,1,554694,84999
597,3,13,3,10170,90030.09000000014,0,4832495,86350
598,3,13,4,3921,27382.24999999997,2,1411816,86122
599,3,13,5,10215,71920.47999999997,1,4626745,86315
600,3,13,6,838,6074.190000000002,2,263525,38582
601,3,13,7,69,500.56000000000006,13,21233,962
602,3,14,1,1155,11848.390000000007,0,661752,85650
603,3,14,2,1833,14427.360000000004,1,692592,85946
604,3,14,3,10350,92780.80000000012,1,5074888,86346
605,3,14,4,4472,30738.409999999967,0,1537477,86108
606,3,14,5,10951,78509.80000000008,1,4766235,86350
607,3,14,6,937,7146.599999999999,1,338490,84669
608,3,14,7,75,574.58,8,21140,1522
609,3,15,1,1093,10346.970000000007,1,369748,4373
610,3,15,2,1813,16345.580000000004,1,753736,86172
611,3,15,3,9476,87819.82000000017,1,4482307,86353
612,3,15,4,4683,33100.30999999995,1,1829052,86316
613,3,15,5,11402,82735.23000000014,0,5577018,86343
614,3,15,6,932,7668.040000000004,1,448030,86323
615,3,15,7,66,501.2100000000001,5,15884,865
616,3,16,1,845,10377.910000000002,2,372905,84941
617,3,16,2,1787,19500.829999999994,0,566219,84969
618,3,16,3,8784,97146.66000000019,1,4332772,86235
619,3,16,4,4439,37243.41999999994,1,1606686,86267
620,3,16,5,10052,83686.23000000014,1,3787025,86352
621,3,16,6,983,9103.790000000003,2,269203,2482
622,3,16,7,73,978.8399999999997,3,17054,908
623,3,17,1,1093,10799.860000000004,2,699999,86278
624,3,17,2,2134,19723.859999999993,1,1026148,86399
625,3,17,3,10034,102057.85000000028,0,4958142,86349
626,3,17,4,4677,39019.389999999934,2,1815707,86301
627,3,17,5,10648,84278.88000000005,1,3782167,86235
628,3,17,6,1277,10650.690000000004,3,373743,2374
629,3,17,7,66,753.84,10,21981,2363
630,3,18,1,1273,12114.330000000002,1,555442,86252
631,3,18,2,2977,26308.99999999998,2,1070077,86303
632,3,18,3,11885,112640.58000000026,0,6088776,86361
633,3,18,4,5210,42295.76999999994,2,2094362,86278
634,3,18,5,11054,86934.04000000008,1,3607285,86357
635,3,18,6,1237,10182.160000000005,1,438064,84281
636,3,18,7,106,1040.1699999999998,3,26896,567
637,3,19,1,1197,10960.660000000005,2,592507,86329
638,3,19,2,3047,27049.639999999974,1,1404978,86236
639,3,19,3,10908,98131.9800000002,1,3927791,86326
640,3,19,4,4682,37036.33999999997,2,1557836,86366
641,3,19,5,9287,72401.87999999999,1,3084390,86336
642,3,19,6,1053,8234.000000000004,2,448366,84874
643,3,19,7,119,1248.1099999999994,3,34371,1555
644,3,20,1,1026,9943.13,2,393153,85790
645,3,20,2,3042,24655.97999999999,1,1228622,86255
646,3,20,3,8928,74716.99999999999,0,3673124,86353
647,3,20,4,3323,25777.799999999977,1,861734,10188
648,3,20,5,6658,47587.22999999991,2,1701707,86276
649,3,20,6,974,7454.340000000002,2,249723,2857
650,3,20,7,93,695.9999999999999,3,25407,2693
651,3,21,1,999,10012.350000000002,2,460819,86265
652,3,21,2,3206,28256.64999999998,1,1298643,86291
653,3,21,3,8809,78911.90000000004,1,3665972,86280
654,3,21,4,3215,25162.189999999977,1,1196997,86282
655,3,21,5,5843,45571.149999999936,2,1990492,86276
656,3,21,6,918,7454.4900000000025,2,306648,83872
657,3,21,7,110,974.8899999999999,2,27990,1365
658,3,22,1,874,9836.290000000003,2,345313,84999
659,3,22,2,3048,27434.589999999986,1,987088,86257
660,3,22,3,7937,74842.82999999999,0,3041604,86337
661,3,22,4,2322,18777.509999999995,1,824401,85861
662,3,22,5,4508,34919.37999999996,1,1521333,86200
663,3,22,6,932,7620.080000000003,2,227866,9775
664,3,22,7,129,1665.8300000000002,2,26959,781
665,3,23,1,830,10299.789999999999,1,479307,86277
666,3,23,2,3164,27594.369999999974,1,1099390,86210
667,3,23,3,6986,66868.93999999994,0,2785954,86213
668,3,23,4,1391,12720.119999999999,2,673377,86101
669,3,23,5,2744,22780.769999999993,1,1228745,86360
670,3,23,6,835,6930.9800000000005,2,276846,85811
671,3,23,7,127,1589.2899999999995,3,30716,2313
672,4,0,1,543,6742.779999999999,1,130676,2610
673,4,0,2,3108,27166.569999999978,0,1168738,86178
674,4,0,3,5432,52663.449999999895,0,1942930,85908
675,4,0,4,823,9016.040000000003,1,171151,3860
676,4,0,5,1589,15000.890000000005,1,426070,86157
677,4,0,6,646,5748.590000000003,1,131766,1855
678,4,0,7,128,1473.8,2,24888,799
679,4,1,1,350,4941.240000000001,1,85407,3006
680,4,1,2,2539,20292.189999999988,1,1201123,86168
681,4,1,3,3542,35298.899999999965,1,1525242,86288
682,4,1,4,438,5531.370000000001,3,276501,85381
683,4,1,5,1014,9399.270000000004,2,386215,86344
684,4,1,6,540,5701.800000000002,2,105066,2411
685,4,1,7,64,1027.57,2,9779,513
686,4,2,1,276,2900.0999999999995,2,69880,2799
687,4,2,2,1763,13405.420000000004,1,815109,85843
688,4,2,3,2622,25325.57999999998,1,1225906,86060
689,4,2,4,213,2730.5799999999995,2,46302,2491
690,4,2,5,533,4661.140000000001,2,95825,2579
691,4,2,6,418,3716.84,3,345129,86311
692,4,2,7,49,439.87000000000006,4,91330,81336
693,4,3,1,161,2017.9200000000003,2,115323,74379
694,4,3,2,1095,9404.600000000006,2,666079,85642
695,4,3,3,1981,18393.539999999997,0,835481,86306
696,4,3,4,183,1457.0500000000002,1,194347,83054
697,4,3,5,392,2806.9800000000005,2,67528,1230
698,4,3,6,294,2033.0099999999995,3,57530,2718
699,4,3,7,27,203.7,6,4198,686
700,4,4,1,161,1635.05,2,27212,2038
701,4,4,2,678,6452.660000000001,2,220767,85775
702,4,4,3,1455,13170.599999999999,2,815379,85904
703,4,4,4,146,1310.9600000000003,2,29516,1819
704,4,4,5,491,3218.36,1,78504,1800
705,4,4,6,230,1806.18,2,223895,86312
706,4,4,7,31,315.85999999999996,3,4329,268
707,4,5,1,147,1660.4199999999998,0,26229,2599
708,4,5,2,341,3313.1800000000003,2,132591,68398
709,4,5,3,1646,14518.670000000004,1,553651,86093
710,4,5,4,336,2673.4000000000005,2,230551,85994
711,4,5,5,1050,7396.540000000002,2,207885,7597
712,4,5,6,290,2056.0099999999998,3,57333,1310
713,4,5,7,28,304.16,18,6531,1307
714,4,6,1,423,3646.8500000000004,2,174846,85667
715,4,6,2,510,5141.570000000003,2,92911,2313
716,4,6,3,3792,30343.409999999963,1,1477007,85978
717,4,6,4,844,7580.560000000002,2,436438,82993
718,4,6,5,2558,17921.14,0,594839,84699
719,4,6,6,503,3841.720000000001,2,92149,1263
720,4,6,7,73,509.5400000000001,2,77226,61576
721,4,7,1,1022,10525.08,0,540675,84282
722,4,7,2,1099,9955.650000000005,1,372528,86194
723,4,7,3,7216,56806.84999999992,0,2635067,85146
724,4,7,4,1935,16945.23,2,766062,84271
725,4,7,5,7389,56796.009999999944,0,3061798,86331
726,4,7,6,1572,11580.300000000005,2,848005,86209
727,4,7,7,150,1088.06,3,129797,83085
728,4,8,1,1548,13009.080000000005,1,947671,86199
729,4,8,2,1585,13696.340000000004,1,449514,3628
730,4,8,3,10285,82047.14000000004,0,4484866,86309
731,4,8,4,3623,28360.67999999998,1,1358338,55916
732,4,8,5,10740,76734.13000000002,2,4115512,86334
733,4,8,6,1794,13004.590000000004,1,596222,82993
734,4,8,7,230,2069.7099999999996,3,73645,3117
735,4,9,1,1581,13035.780000000006,2,1052064,86237
736,4,9,2,1859,15150.800000000003,1,550194,5355
737,4,9,3,10329,89135.14000000012,0,4716198,86330
738,4,9,4,3052,22215.909999999985,1,1230975,86330
739,4,9,5,9277,63721.7499999999,2,3568979,86259
740,4,9,6,1070,8050.790000000003,2,463705,85800
741,4,9,7,84,562.88,14,105611,86200
742,4,10,1,1344,11923.300000000001,2,523035,17164
743,4,10,2,1782,14577.030000000002,2,507106,5051
744,4,10,3,9217,79770.08000000006,1,4843685,86305
745,4,10,4,3453,23458.259999999984,2,1101439,86187
746,4,10,5,9091,62777.6299999999,2,3195915,86281
747,4,10,6,714,5111.59,1,182137,2113
748,4,10,7,67,655.8600000000001,3,17580,1958
749,4,11,1,1247,11556.300000000005,1,634615,83502
750,4,11,2,1884,14345.760000000002,0,833746,86256
751,4,11,3,9760,87495.18000000007,0,4982737,86345
752,4,11,4,3964,27020.709999999977,2,1461028,86255
753,4,11,5,10277,72123.81999999998,0,4029882,86231
754,4,11,6,863,6006.510000000002,2,405003,86247
755,4,11,7,62,537.98,6,14033,521
756,4,12,1,1186,10319.390000000003,1,645948,85181
757,4,12,2,1968,16163.960000000006,0,1093214,86227
758,4,12,3,9947,84440.36000000009,0,4891925,86302
759,4,12,4,4448,30281.299999999963,0,1372316,84679
760,4,12,5,10953,74956.40000000001,2,4391977,86328
761,4,12,6,960,6823.46,3,264960,8916
762,4,12,7,66,498.54000000000013,6,15850,599
763,4,13,1,1207,11691.280000000002,1,949714,86341
764,4,13,2,2094,16629.110000000004,2,859885,86330
765,4,13,3,9646,84104.0800000001,0,3909998,86361
766,4,13,4,4548,31203.799999999963,1,1951039,86124
767,4,13,5,10139,70501.21999999997,1,4325448,86348
768,4,13,6,1128,7750.480000000003,1,480710,86253
769,4,13,7,75,708.1300000000002,2,24473,2939
770,4,14,1,1345,12401.110000000004,3,578538,86139
771,4,14,2,2337,20415.319999999992,0,1145694,86299
772,4,14,3,9967,89376.99000000012,1,4937730,86317
773,4,14,4,5319,51313.469999999885,1,2047096,86359
774,4,14,5,11586,81201.96000000005,2,4101981,86184
775,4,14,6,1221,9033.470000000003,2,883867,86320
776,4,14,7,75,798.54,9,25949,3071
777,4,15,1,1284,12935.290000000005,1,711577,86239
778,4,15,2,2285,19928.769999999997,0,1213748,85910
779,4,15,3,9594,89703.46000000011,1,4103542,86354
780,4,15,4,5032,40070.04999999996,1,1880588,85933
781,4,15,5,11655,82808.10000000011,1,4908308,86251
782,4,15,6,1293,10154.770000000006,1,564837,85481
783,4,15,7,108,819.7399999999998,4,42587,4981
784,4,16,1,1054,12288.589999999998,2,388209,4657
785,4,16,2,2296,24559.819999999985,1,1060230,86293
786,4,16,3,9275,101865.38000000025,0,4288473,86380
787,4,16,4,5010,42698.89999999994,0,1948318,86326
788,4,16,5,9979,83864.14000000012,1,3390275,86282
789,4,16,6,1295,12028.020000000004,3,392922,2989
790,4,16,7,84,1083.3299999999997,7,101909,78894
791,4,17,1,1099,12036.370000000003,1,421161,4752
792,4,17,2,2915,27777.099999999977,2,1140848,86326
793,4,17,3,10004,98557.6300000002,1,4943476,86359
794,4,17,4,5213,43581.16999999993,1,1897624,85977
795,4,17,5,10126,81414.67000000004,1,3413265,86277
796,4,17,6,1687,14144.93,1,915469,86317
797,4,17,7,114,1334.8400000000001,3,36692,2446
798,4,18,1,1334,12681.750000000004,1,534702,86349
799,4,18,2,3949,34732.51999999997,1,1727456,86216
800,4,18,3,11428,107049.69000000034,1,4873243,86382
801,4,18,4,5537,43739.539999999935,1,2442401,86352
802,4,18,5,10549,83260.66000000008,1,3838434,86317
803,4,18,6,1526,12716.610000000006,2,737435,83192
804,4,18,7,124,1086.01,6,122899,85703
805,4,19,1,1318,12872.850000000006,2,550035,85981
806,4,19,2,4061,34867.02999999995,2,1673628,86227
807,4,19,3,12027,110318.14000000032,1,5861701,86348
808,4,19,4,4699,35995.409999999945,1,1370139,86029
809,4,19,5,8996,69134.99999999994,1,3051561,86314
810,4,19,6,1318,11687.480000000005,0,746912,86276
811,4,19,7,126,1180.34,5,35726,1373
812,4,20,1,1194,9909.779999999999,2,339405,2949
813,4,20,2,3874,30657.359999999975,1,2084460,86255
814,4,20,3,9550,80952.08000000006,1,3810261,86325
815,4,20,4,3063,23018.349999999988,2,1100073,86198
816,4,20,5,6608,47035.10999999991,1,1874445,86356
817,4,20,6,1115,8167.030000000003,1,447688,85616
818,4,20,7,124,1285.5399999999995,3,35920,2455
819,4,21,1,947,9913.81,0,359944,85389
820,4,21,2,3859,35400.57999999996,0,1962683,86348
821,4,21,3,8619,77407.98000000003,1,3452299,86087
822,4,21,4,2779,21967.449999999986,0,684842,8821
823,4,21,5,5467,40645.24999999994,1,1331826,86316
824,4,21,6,1039,8720.770000000004,2,246013,3403
825,4,21,7,118,1174.7399999999998,9,29381,1082
826,4,22,1,867,9020.630000000003,2,325671,86054
827,4,22,2,4106,36011.74999999996,1,2067526,86210
828,4,22,3,8938,83253.17000000004,1,4457841,86373
829,4,22,4,2294,18068.739999999998,0,940597,86247
830,4,22,5,4697,34794.79999999995,1,1434394,85669
831,4,22,6,1086,8863.470000000003,2,349465,86252
832,4,22,7,149,1385.12,3,34201,844
833,4,23,1,794,10039.580000000002,1,300809,85639
834,4,23,2,4895,41948.31999999995,1,2772095,86226
835,4,23,3,8196,76839.16999999998,0,4013835,86322
836,4,23,4,1776,15495.960000000001,2,471137,3346
837,4,23,5,3512,28204.33999999998,0,874110,83182
838,4,23,6,1103,8994.030000000004,1,246629,2552
839,4,23,7,175,1964.0499999999997,2,42730,2597
840,5,0,1,677,6999.780000000002,1,507016,85873
841,5,0,2,5953,50051.529999999904,0,3586352,86296
842,5,0,3,7065,64328.53999999993,0,3347055,86341
843,5,0,4,1019,10361.200000000003,0,263872,10657
844,5,0,5,2225,19152.210000000003,2,730399,86343
845,5,0,6,979,7526.620000000006,3,380064,86371
846,5,0,7,172,1773.2899999999997,2,35814,733
847,5,1,1,497,5048.290000000001,1,219900,86337
848,5,1,2,6780,52201.78999999989,0,3503276,86333
849,5,1,3,5631,52206.199999999895,1,2452729,86395
850,5,1,4,643,6091.69,2,141680,2445
851,5,1,5,1447,13976.360000000006,2,480598,85141
852,5,1,6,850,7811.240000000003,2,183616,3799
853,5,1,7,134,1436.4399999999998,2,32814,1658
854,5,2,1,448,5132.96,1,199429,86199
855,5,2,2,5712,44096.97999999992,1,1866745,86025
856,5,2,3,4903,42553.02999999993,1,2451580,86374
857,5,2,4,399,3331.02,2,172289,86272
858,5,2,5,1064,8535.650000000001,1,312219,86288
859,5,2,6,619,5785.82,3,139814,6182
860,5,2,7,101,1159.9,2,17575,487
861,5,3,1,331,3526.7200000000003,1,305711,85511
862,5,3,2,4116,32822.569999999956,1,2032820,86085
863,5,3,3,4125,36038.69999999994,1,1771504,86355
864,5,3,4,277,3138.6000000000004,2,232541,83594
865,5,3,5,828,8178.510000000001,1,237956,86039
866,5,3,6,589,4476.76,1,204966,86220
867,5,3,7,68,1338.53,2,14275,1589
868,5,4,1,255,3161.2100000000005,2,60671,2975
869,5,4,2,1827,15725.080000000005,2,663239,86291
870,5,4,3,2803,26027.399999999976,1,754207,85804
871,5,4,4,226,2067.9500000000003,1,45624,2261
872,5,4,5,629,4851.9,2,123852,2886
873,5,4,6,483,4031.0499999999997,3,97865,2294
874,5,4,7,93,1135.09,1,108089,86343
875,5,5,1,110,1624.71,2,27013,1893
876,5,5,2,461,4790.620000000001,1,89785,1961
877,5,5,3,1356,13353.920000000004,1,518548,86190
878,5,5,4,213,2522.6700000000005,1,46224,1597
879,5,5,5,496,5159.03,3,341544,86151
880,5,5,6,319,2663.86,0,145206,85308
881,5,5,7,43,726.5899999999999,3,9608,2904
882,5,6,1,159,2188.4500000000003,0,122041,85117
883,5,6,2,377,4553.5199999999995,1,240824,82889
884,5,6,3,1731,17998.85,1,915993,85035
885,5,6,4,335,4015.19,2,73366,3087
886,5,6,5,1001,7296.800000000002,1,175029,1598
887,5,6,6,407,3134.079999999999,3,72026,1322
888,5,6,7,41,506.2500000000001,5,6889,358
889,5,7,1,215,3378.9399999999987,2,145004,83080
890,5,7,2,525,5559.27,2,189712,83067
891,5,7,3,2676,25874.65999999999,0,694583,84864
892,5,7,4,799,6508.280000000002,2,169607,5498
893,5,7,5,2023,14613.600000000006,2,811100,84984
894,5,7,6,624,4750.98,3,119134,2049
895,5,7,7,57,855.36,5,9619,561
896,5,8,1,473,5086.93,0,211576,83154
897,5,8,2,903,7844.810000000001,2,283367,86235
898,5,8,3,3964,39360.379999999954,0,1569492,85981
899,5,8,4,1942,13892.850000000006,0,845792,83034
900,5,8,5,3982,25666.899999999976,2,1404982,86278
901,5,8,6,844,6216.850000000001,2,411022,85456
902,5,8,7,73,1139.09,3,16901,1732
903,5,9,1,725,6594.560000000002,2,392269,85625
904,5,9,2,1395,12610.95,1,1046250,86036
905,5,9,3,5524,46423.019999999924,1,1670018,86012
906,5,9,4,3041,20828.77999999999,2,1253533,86214
907,5,9,5,6455,40903.55999999993,2,1996414,86250
908,5,9,6,1064,7218.2800000000025,2,261124,2840
909,5,9,7,56,400.84000000000015,7,12963,580
910,5,10,1,1072,10279.08,0,380632,83903
911,5,10,2,1861,14134.140000000003,0,1264190,86207
912,5,10,3,6677,57682.819999999905,0,2904481,86178
913,5,10,4,3885,26739.279999999977,2,1328257,86370
914,5,10,5,7766,51091.479999999894,1,2319397,86031
915,5,10,6,1135,7923.500000000003,2,552576,85436
916,5,10,7,78,926.2799999999995,3,20896,1927
917,5,11,1,1076,10307.980000000003,2,452020,83254
918,5,11,2,2176,16970.9,2,661077,86059
919,5,11,3,7620,64408.73999999992,0,3001384,86091
920,5,11,4,4070,28027.88999999997,1,1787965,86270
921,5,11,5,8206,53569.55999999989,2,2451597,86306
922,5,11,6,1040,7236.480000000002,2,302435,43996
923,5,11,7,68,526.5099999999999,4,17791,2433
924,5,12,1,1165,11509.990000000002,1,837321,86058
925,5,12,2,2478,18759.15,0,1127360,86308
926,5,12,3,8449,70138.45999999995,1,3180238,86105
927,5,12,4,4230,29252.189999999962,1,1246276,85973
928,5,12,5,9165,61191.759999999915,1,3456659,86291
929,5,12,6,1145,8551.630000000005,3,486356,86067
930,5,12,7,84,765.8900000000001,4,24920,791
931,5,13,1,1095,10247.290000000005,1,441247,85611
932,5,13,2,2737,22330.51999999999,1,1138494,86099
933,5,13,3,9128,79379.23000000001,1,5215401,86373
934,5,13,4,4148,29649.579999999976,1,1415803,86294
935,5,13,5,8897,59936.08999999991,2,2899103,86337
936,5,13,6,1147,8032.260000000004,2,652183,86330
937,5,13,7,75,583.97,5,19213,1043
938,5,14,1,1135,10394.800000000001,1,511798,85904
939,5,14,2,2775,22049.319999999996,1,997082,86067
940,5,14,3,8287,73493.95999999995,0,3829410,86346
941,5,14,4,4059,28837.489999999965,2,1922839,86284
942,5,14,5,8698,58379.629999999896,2,2830490,86344
943,5,14,6,1128,7801.100000000004,1,309882,6368
944,5,14,7,82,657.01,3,21308,1627
945,5,15,1,1109,10665.690000000002,2,329249,4158
946,5,15,2,2697,22718.04999999999,1,1098262,86136
947,5,15,3,7950,74573.21999999997,1,3080698,86177
948,5,15,4,4000,28679.719999999976,1,1521407,86221
949,5,15,5,8392,56095.089999999924,1,3681899,86345
950,5,15,6,1086,8061.550000000005,2,544912,86225
951,5,15,7,77,821.73,8,20963,658
952,5,16,1,993,9289.260000000002,2,480904,86187
953,5,16,2,2577,21141.299999999996,1,1130590,86183
954,5,16,3,7901,75621.64999999997,1,4330827,86360
955,5,16,4,3741,26785.749999999978,1,978919,5008
956,5,16,5,7743,51879.11999999988,0,2843725,86318
957,5,16,6,1025,7767.820000000004,2,443113,86180
958,5,16,7,71,747.6899999999997,10,17986,973
959,5,17,1,971,9897.640000000003,2,289005,3512
960,5,17,2,2954,24451.38999999998,0,1648245,86254
961,5,17,3,8741,80361.77000000005,0,4985392,86398
962,5,17,4,4082,29676.05999999996,1,2011668,86273
963,5,17,5,7947,54267.849999999904,1,2267050,86129
964,5,17,6,1201,8717.620000000004,2,590070,86325
965,5,17,7,76,873.1199999999998,9,115967,85781
966,5,18,1,1087,8699.920000000004,1,662816,86217
967,5,18,2,3709,31663.919999999962,1,2093795,86207
968,5,18,3,10345,90872.83000000016,0,4275357,86329
969,5,18,4,4505,32770.97999999996,1,1718929,86290
970,5,18,5,8178,53904.31999999987,1,3242914,86332
971,5,18,6,1312,9807.410000000007,2,453659,86208
972,5,18,7,98,779.84,11,32329,2317
973,5,19,1,1109,9399.41,2,511904,86325
974,5,19,2,4709,37080.239999999954,1,2208381,86285
975,5,19,3,12015,102211.57000000021,0,6693800,86343
976,5,19,4,4299,30092.009999999977,1,1483483,86349
977,5,19,5,7512,50969.77999999989,1,2260903,86367
978,5,19,6,1169,8929.400000000003,1,321014,2298
979,5,19,7,125,1230.3799999999997,4,205558,86102
980,5,20,1,1048,9832.7,1,303298,11924
981,5,20,2,4414,38810.33999999995,1,1996884,86391
982,5,20,3,9154,84090.49000000003,0,4583633,86138
983,5,20,4,3245,25591.36999999998,1,868613,86066
984,5,20,5,5991,43700.07999999993,1,1710940,86327
985,5,20,6,1093,8936.870000000003,3,373916,85362
986,5,20,7,147,1792.1599999999996,5,38930,1091
987,5,21,1,921,8710.13,0,686472,85254
988,5,21,2,4455,40102.18999999996,1,1902236,86186
989,5,21,3,8514,79652.11000000003,1,3997507,86357
990,5,21,4,2711,21831.369999999984,2,1180085,86323
991,5,21,5,4995,37401.05999999995,1,1671252,86292
992,5,21,6,995,7581.060000000005,1,500317,86283
993,5,21,7,115,1334.4999999999998,2,37394,2107
994,5,22,1,822,8680.240000000002,1,668849,86306
995,5,22,2,4575,39480.37999999995,2,2069842,86240
996,5,22,3,9073,83431.40000000007,1,4479443,86292
997,5,22,4,2604,21968.82,1,899464,85926
998,5,22,5,4379,34842.96999999996,1,1972100,86261
999,5,22,6,1098,8862.380000000003,3,283041,3365
1000,5,22,7,126,1574.2800000000002,3,38071,2494
1001,5,23,1,759,7844.930000000002,0,375930,85683
1002,5,23,2,5155,43077.38999999994,1,1931088,86201
1003,5,23,3,8224,72747.00999999997,1,3359767,86337
1004,5,23,4,1908,16260.750000000002,2,552142,86203
1005,5,23,5,3548,28585.49999999998,1,1251499,86163
1006,5,23,6,1045,8520.220000000003,2,511169,85886
1007,5,23,7,149,1357.0199999999998,5,39844,2102
1008,6,0,1,593,6157.12,2,838879,86330
1009,6,0,2,5918,47489.59999999993,0,2873288,86383
1010,6,0,3,7177,63651.45999999995,1,3296560,86177
1011,6,0,4,1196,10974.699999999999,1,294149,14602
1012,6,0,5,2284,18629.929999999993,2,913217,86311
1013,6,0,6,923,7206.220000000002,2,232288,4010
1014,6,0,7,164,1339.8400000000001,3,215782,86255
1015,6,1,1,486,4588.550000000001,1,332675,86181
1016,6,1,2,6882,53840.36999999992,2,3143159,86241
1017,6,1,3,6236,52743.92999999991,1,2479764,86297
1018,6,1,4,669,6054.080000000002,2,252013,86139
1019,6,1,5,1630,13024.23,1,624301,81053
1020,6,1,6,696,5980.230000000002,2,160382,4633
1021,6,1,7,108,887.9200000000002,5,27197,1326
1022,6,2,1,396,3482.940000000001,2,89069,2762
1023,6,2,2,5758,44299.26999999993,1,2858385,86352
1024,6,2,3,4808,41615.49999999993,1,2234553,86121
1025,6,2,4,405,3852.36,0,99150,2525
1026,6,2,5,1115,9641.950000000003,2,477261,85475
1027,6,2,6,547,3785.960000000001,2,255170,85741
1028,6,2,7,92,878.32,3,21714,1382
1029,6,3,1,414,3872.3000000000006,2,361127,86229
1030,6,3,2,4447,34149.18999999996,1,2013425,86145
1031,6,3,3,4690,42680.45999999995,0,2043140,86275
1032,6,3,4,306,3683.559999999999,2,239456,86089
1033,6,3,5,886,7765.950000000001,2,596307,86237
1034,6,3,6,549,4776.680000000001,2,294608,85245
1035,6,3,7,81,1077.8899999999996,2,17440,960
1036,6,4,1,273,3063.1099999999997,1,241432,85791
1037,6,4,2,2285,19078.159999999993,2,1258375,86332
1038,6,4,3,3227,32560.05999999997,1,783632,85994
1039,6,4,4,222,2913.7999999999993,3,40464,1592
1040,6,4,5,532,4583.91,3,190300,85884
1041,6,4,6,492,4222.04,0,97725,1665
1042,6,4,7,115,1287.7799999999997,2,24225,1673
1043,6,5,1,112,2074.4700000000003,2,45393,7700
1044,6,5,2,567,4638.9000000000015,2,281289,85485
1045,6,5,3,1376,13290.030000000002,2,778476,86240
1046,6,5,4,182,1826.2899999999997,4,30605,1245
