VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,02/08/2018 06:43:05 AM,02/08/2018 06:45:35 AM,1,0.4,1,N,186,48,2,4,0,0.5,0,0,0.3,4.8
1,02/08/2018 06:47:25 AM,02/08/2018 06:54:52 AM,1,1.2,1,N,100,163,2,7,0,0.5,0,0,0.3,7.8
1,02/08/2018 06:09:30 AM,02/08/2018 06:10:47 AM,1,0.4,1,N,48,68,2,3.5,0,0.5,0,0,0.3,4.3
1,02/08/2018 06:18:32 AM,02/08/2018 06:35:28 AM,1,4.3,1,N,68,166,2,15.5,0,0.5,0,0,0.3,16.3
1,02/08/2018 06:47:15 AM,02/08/2018 06:54:32 AM,1,1.3,1,N,143,163,1,7,0,0.5,1,0,0.3,8.8
2,02/08/2018 06:47:04 AM,02/08/2018 07:05:02 AM,1,4.04,1,N,42,143,2,15.5,0,0.5,0,0,0.3,16.3
1,02/08/2018 06:09:04 AM,02/08/2018 06:15:56 AM,1,1.1,1,N,186,137,1,6.5,0,0.5,1.2,0,0.3,8.5
1,02/08/2018 06:25:09 AM,02/08/2018 06:29:18 AM,2,1,1,N,186,161,1,5.5,0,0.5,1.85,0,0.3,8.15
1,02/08/2018 06:36:33 AM,02/08/2018 06:44:06 AM,1,1.8,1,N,186,161,1,8,0,0.5,1.75,0,0.3,10.55
1,02/08/2018 06:53:47 AM,02/08/2018 06:58:53 AM,1,1.6,1,N,186,79,1,6.5,0,0.5,1.46,0,0.3,8.76
2,02/08/2018 06:09:38 AM,02/08/2018 06:42:41 AM,1,21.05,3,N,161,1,2,73.5,0,0,0,12.5,0.3,86.3
2,02/08/2018 06:05:21 AM,02/08/2018 06:13:15 AM,1,1.24,1,N,100,164,2,7.5,0,0.5,0,0,0.3,8.3
2,02/08/2018 06:16:29 AM,02/08/2018 06:19:13 AM,1,0.89,1,N,161,163,1,4.5,0,0.5,0,0,0.3,5.3
2,02/08/2018 06:43:59 AM,02/08/2018 06:46:24 AM,1,0.42,1,N,48,68,2,3.5,0,0.5,0,0,0.3,4.3
2,02/08/2018 06:53:37 AM,02/08/2018 07:00:27 AM,1,2.25,1,N,48,239,2,8,0,0.5,0,0,0.3,8.8
1,02/08/2018 06:16:10 AM,02/08/2018 06:26:18 AM,1,2.9,1,N,238,74,1,10.5,0,0.5,2.25,0,0.3,13.55
1,02/08/2018 06:41:03 AM,02/08/2018 06:44:35 AM,1,0.5,1,N,236,263,1,4.5,0,0.5,1.25,0,0.3,6.55
1,02/08/2018 06:46:09 AM,02/08/2018 06:52:25 AM,1,1.5,1,N,263,162,2,7,0,0.5,0,0,0.3,7.8
2,02/08/2018 06:49:29 AM,02/08/2018 06:58:21 AM,1,1.87,1,N,263,161,1,8.5,0,0.5,1.5,0,0.3,10.8
2,02/08/2018 06:05:54 AM,02/08/2018 06:12:08 AM,1,1.09,1,N,186,137,2,6.5,0,0.5,0,0,0.3,7.3
2,02/08/2018 06:40:10 AM,02/08/2018 06:45:13 AM,1,0.8,1,N,48,161,2,5.5,0,0.5,0,0,0.3,6.3
2,02/08/2018 06:53:26 AM,02/08/2018 07:13:25 AM,1,3.67,1,N,100,146,1,16.5,0,0.5,3.46,0,0.3,20.76
1,02/08/2018 06:16:03 AM,02/08/2018 06:22:37 AM,1,1.3,1,N,264,264,1,7,0,0.5,1.55,0,0.3,9.35
1,02/08/2018 06:26:51 AM,02/08/2018 06:31:01 AM,1,0.9,1,N,264,264,2,5.5,0,0.5,0,0,0.3,6.3
1,02/08/2018 06:38:57 AM,02/08/2018 07:01:32 AM,1,4.8,1,N,264,264,1,18.5,0,0.5,4,0,0.3,23.3
2,02/08/2018 06:41:07 AM,02/08/2018 06:46:24 AM,1,1.09,1,N,144,231,1,5.5,0,0.5,1.26,0,0.3,7.56
2,02/08/2018 06:51:38 AM,02/08/2018 06:52:48 AM,1,0.43,1,N,231,88,1,3.5,0,0.5,0.5,0,0.3,4.8
2,02/08/2018 06:57:58 AM,02/08/2018 07:14:11 AM,1,5.93,1,N,88,161,1,19.5,0,0.5,4.06,0,0.3,24.36
1,02/08/2018 06:32:17 AM,02/08/2018 06:35:44 AM,1,0.9,1,N,107,137,1,5,0,0.5,1,0,0.3,6.8
1,02/08/2018 06:45:15 AM,02/08/2018 06:49:19 AM,1,0.8,1,N,162,164,1,5,0,0.5,2,0,0.3,7.8
1,02/08/2018 06:52:10 AM,02/08/2018 06:56:30 AM,1,0.6,1,N,68,246,2,4.5,0,0.5,0,0,0.3,5.3
2,02/08/2018 06:42:48 AM,02/08/2018 06:59:24 AM,1,3.45,1,N,186,45,1,14,0,0.5,0,0,0.3,14.8
2,02/08/2018 06:43:59 AM,02/08/2018 07:02:37 AM,1,4.84,1,N,65,186,1,17,0,0.5,3.56,0,0.3,21.36
1,02/08/2018 06:32:33 AM,02/08/2018 06:42:54 AM,1,2.2,1,N,143,140,1,9.5,0,0.5,2,0,0.3,12.3
1,02/08/2018 06:53:32 AM,02/08/2018 07:01:38 AM,1,1.6,1,N,262,141,1,7.5,0,0.5,2.05,0,0.3,10.35
2,02/08/2018 06:31:43 AM,02/08/2018 06:41:06 AM,1,3.5,1,N,229,74,2,11.5,0,0.5,0,0,0.3,12.3
2,02/08/2018 06:57:36 AM,02/08/2018 07:11:52 AM,1,2.58,1,N,263,41,1,12,0,0.5,2.56,0,0.3,15.36
2,02/08/2018 06:54:06 AM,02/08/2018 07:19:57 AM,2,5.86,1,N,49,33,1,22,0,0.5,0,0,0.3,22.8
1,02/08/2018 06:35:45 AM,02/08/2018 06:48:53 AM,1,2.9,1,N,188,25,2,12.5,0,0.5,0,0,0.3,13.3
2,02/08/2018 06:11:53 AM,02/08/2018 06:47:14 AM,1,18.32,2,N,132,142,2,52,0,0.5,0,0,0.3,52.8
2,02/08/2018 06:30:12 AM,02/08/2018 06:42:53 AM,1,2.85,1,N,148,100,1,11.5,0,0.5,2.46,0,0.3,14.76
2,02/08/2018 06:48:57 AM,02/08/2018 06:52:08 AM,1,0.36,1,N,234,234,1,4,0,0.5,0.96,0,0.3,5.76
1,02/08/2018 06:47:04 AM,02/08/2018 06:55:22 AM,1,0.8,1,N,163,230,1,7,0,0.5,0,0,0.3,7.8
1,02/08/2018 06:56:51 AM,02/08/2018 07:00:29 AM,1,0.6,1,N,230,142,1,4.5,0,0.5,1.06,0,0.3,6.36
1,02/08/2018 06:58:58 AM,02/08/2018 07:10:37 AM,1,2.3,1,N,107,161,1,10,0,0.5,2.15,0,0.3,12.95
2,02/08/2018 06:19:10 AM,02/08/2018 06:24:16 AM,1,1.02,1,N,236,75,1,5.5,0,0.5,1.26,0,0.3,7.56
2,02/08/2018 06:35:06 AM,02/08/2018 06:43:01 AM,1,1.98,1,N,236,161,1,8.5,0,0.5,1.86,0,0.3,11.16
2,02/08/2018 06:54:05 AM,02/08/2018 07:01:26 AM,1,1.45,1,N,137,113,2,7.5,0,0.5,0,0,0.3,8.3
2,02/08/2018 06:32:02 AM,02/08/2018 06:39:05 AM,1,0.89,1,N,141,233,2,6,0,0.5,0,0,0.3,6.8
2,02/08/2018 06:44:42 AM,02/08/2018 06:49:10 AM,1,0.91,1,N,170,230,2,5,0,0.5,0,0,0.3,5.8
2,02/08/2018 06:52:19 AM,02/08/2018 07:01:58 AM,1,1.64,1,N,48,90,1,8.5,0,0.5,1.86,0,0.3,11.16
2,02/08/2018 06:57:42 AM,02/08/2018 07:10:01 AM,1,2.23,1,N,74,237,1,10.5,0,0.5,0,0,0.3,11.3
2,02/08/2018 06:43:36 AM,02/08/2018 06:52:33 AM,1,1.65,1,N,186,50,1,8,0,0.5,0.2,0,0.3,9
2,02/08/2018 06:14:08 AM,02/08/2018 07:10:57 AM,1,16.59,1,N,132,226,1,51,0,0.5,0,0,0.3,51.8
1,02/08/2018 06:38:31 AM,02/08/2018 06:46:09 AM,1,1.1,1,N,162,246,1,7,0,0.5,1.55,0,0.3,9.35
1,02/08/2018 06:50:18 AM,02/08/2018 06:57:22 AM,1,1.8,1,N,50,50,2,7.5,0,0.5,0,0,0.3,8.3
2,02/08/2018 06:29:10 AM,02/08/2018 06:38:04 AM,1,1.92,1,N,143,162,1,9,0,0.5,1.96,0,0.3,11.76
2,02/08/2018 06:53:19 AM,02/08/2018 06:56:31 AM,1,0.49,1,N,236,236,2,4,0,0.5,0,0,0.3,4.8
2,02/08/2018 06:19:18 AM,02/08/2018 07:12:19 AM,1,19.12,2,N,132,164,1,52,0,0.5,11.71,5.76,0.3,70.27
2,02/07/2018 10:13:39 PM,02/07/2018 10:18:55 PM,1,1.18,1,N,141,162,2,6.5,0,0.5,0,0,0.3,7.3
2,02/07/2018 10:29:38 PM,02/07/2018 10:33:30 PM,1,0.78,1,N,236,236,1,5,0,0.5,1.16,0,0.3,6.96
2,02/08/2018 06:14:46 AM,02/08/2018 06:35:33 AM,1,5.85,1,N,116,162,1,19.5,0,0.5,4.06,0,0.3,24.36
2,02/08/2018 06:37:52 AM,02/08/2018 06:51:48 AM,1,5.87,1,N,229,87,1,18.5,0,0.5,2,0,0.3,21.3
2,02/08/2018 06:58:49 AM,02/08/2018 07:05:21 AM,1,0.82,1,N,13,231,2,6,0,0.5,0,0,0.3,6.8
1,02/08/2018 06:00:29 AM,02/08/2018 06:04:24 AM,0,0.9,1,N,100,162,1,5,0,0.5,0,0,0.3,5.8
1,02/08/2018 06:12:25 AM,02/08/2018 06:16:44 AM,0,0.8,1,N,186,161,2,5.5,0,0.5,0,0,0.3,6.3
1,02/08/2018 06:25:35 AM,02/08/2018 06:28:27 AM,0,0.7,1,N,186,90,2,4.5,0,0.5,0,0,0.3,5.3
1,02/08/2018 06:32:14 AM,02/08/2018 06:45:23 AM,0,3,1,N,90,87,1,12,0,0.5,1.2,0,0.3,14
1,02/08/2018 06:52:28 AM,02/08/2018 07:01:26 AM,0,2.3,1,N,231,234,1,9.5,0,0.5,3.05,0,0.3,13.35
2,02/08/2018 06:02:10 AM,02/08/2018 06:08:42 AM,6,1.64,1,N,186,50,2,7.5,0,0.5,0,0,0.3,8.3
2,02/08/2018 06:10:03 AM,02/08/2018 06:15:24 AM,6,1.03,1,N,50,48,1,6,0,0.5,1.7,0,0.3,8.5
2,02/08/2018 06:35:29 AM,02/08/2018 06:43:33 AM,6,1.47,1,N,186,107,2,8,0,0.5,0,0,0.3,8.8
2,02/08/2018 06:55:53 AM,02/08/2018 07:05:46 AM,6,2.01,1,N,186,163,1,9,0,0.5,1.96,0,0.3,11.76
1,02/08/2018 06:23:59 AM,02/08/2018 06:28:12 AM,1,1.1,1,N,129,260,2,5.5,0,0.5,0,0,0.3,6.3
1,02/08/2018 06:48:26 AM,02/08/2018 07:06:26 AM,1,2.7,1,N,146,170,2,13,0,0.5,0,0,0.3,13.8
2,02/08/2018 06:37:49 AM,02/08/2018 06:42:18 AM,1,1,1,N,238,151,2,5.5,0,0.5,0,0,0.3,6.3
2,02/08/2018 06:46:24 AM,02/08/2018 06:49:33 AM,1,0.76,1,N,239,142,2,4.5,0,0.5,0,0,0.3,5.3
2,02/08/2018 06:50:53 AM,02/08/2018 06:53:48 AM,1,0.68,1,N,142,142,1,4.5,0,0.5,0.8,0,0.3,6.1
2,02/08/2018 06:48:29 AM,02/08/2018 06:50:46 AM,1,0.67,1,N,24,238,1,4.5,0,0.5,0,0,0.3,5.3
2,02/08/2018 06:29:15 AM,02/08/2018 06:47:01 AM,6,3.36,1,N,186,140,2,14.5,0,0.5,0,0,0.3,15.3
2,02/08/2018 06:37:55 AM,02/08/2018 06:47:05 AM,1,2.44,1,N,79,162,1,9.5,0,0.5,1,0,0.3,11.3
2,02/08/2018 06:48:45 AM,02/08/2018 06:54:33 AM,1,0.95,1,N,229,141,2,6,0,0.5,0,0,0.3,6.8
2,02/08/2018 06:06:22 AM,02/08/2018 06:29:35 AM,1,10.07,1,N,142,138,1,30,0,0.5,7.31,5.76,0.3,43.87
2,02/08/2018 06:46:08 AM,02/08/2018 06:58:29 AM,1,2.22,1,N,7,145,2,10,0,0.5,0,0,0.3,10.8
2,02/08/2018 06:59:14 AM,02/08/2018 07:12:23 AM,1,3.36,1,N,145,161,1,13,0,0.5,2.76,0,0.3,16.56
2,02/08/2018 06:51:41 AM,02/08/2018 06:51:44 AM,1,0,1,N,264,193,1,0,0,0,0,0,0,0
1,02/08/2018 07:30:38 AM,02/08/2018 07:32:08 AM,1,0,1,N,168,168,2,3,0,0.5,0,0,0.3,3.8
1,02/08/2018 07:04:42 AM,02/08/2018 07:10:28 AM,1,1,1,N,264,264,1,6,0,0.5,1.7,0,0.3,8.5
1,02/08/2018 07:13:58 AM,02/08/2018 07:25:07 AM,1,2,1,N,264,264,1,10,0,0.5,1,0,0.3,11.8
1,02/08/2018 07:34:26 AM,02/08/2018 07:36:17 AM,1,0.6,1,N,264,264,1,4,0,0.5,1,0,0.3,5.8
1,02/08/2018 07:41:27 AM,02/08/2018 08:03:27 AM,1,3.5,1,N,264,264,1,16,0,0.5,5,0,0.3,21.8
1,02/08/2018 07:23:24 AM,02/08/2018 07:28:00 AM,1,1.6,1,N,148,137,2,6.5,0,0.5,0,0,0.3,7.3
1,02/08/2018 07:32:12 AM,02/08/2018 07:37:19 AM,1,1,1,N,229,137,1,5.5,0,0.5,1.25,0,0.3,7.55
1,02/08/2018 07:41:41 AM,02/08/2018 07:52:39 AM,1,1.9,1,N,107,246,1,9.5,0,0.5,1.03,0,0.3,11.33
1,02/08/2018 07:57:04 AM,02/08/2018 08:11:05 AM,1,1.5,1,N,246,161,1,10,0,0.5,1,0,0.3,11.8
2,02/08/2018 07:39:10 AM,02/08/2018 08:31:41 AM,2,9.86,1,N,138,236,1,40.5,0,0.5,10.32,0,0.3,51.62
1,02/08/2018 07:45:43 AM,02/08/2018 07:58:28 AM,1,2,1,N,90,233,1,10,0,0.5,2.15,0,0.3,12.95
1,02/08/2018 07:13:02 AM,02/08/2018 07:37:56 AM,1,5.6,1,N,237,231,1,21,0,0.5,4.35,0,0.3,26.15
1,02/08/2018 07:46:46 AM,02/08/2018 08:09:54 AM,1,3.1,1,N,158,163,1,16,0,0.5,2.52,0,0.3,19.32
1,02/08/2018 07:21:02 AM,02/08/2018 07:26:00 AM,1,0.7,1,N,246,100,1,5.5,0,0.5,1.25,0,0.3,7.55
1,02/08/2018 07:29:34 AM,02/08/2018 07:45:12 AM,1,1.5,1,N,100,170,1,11,0,0.5,2.35,0,0.3,14.15
1,02/08/2018 07:56:00 AM,02/08/2018 08:00:29 AM,1,0.7,1,N,4,148,2,5,0,0.5,0,0,0.3,5.8
1,02/08/2018 07:26:13 AM,02/08/2018 07:34:58 AM,3,1.4,1,N,41,75,2,7.5,0,0.5,0,0,0.3,8.3
1,02/08/2018 07:51:05 AM,02/08/2018 07:54:37 AM,1,0.6,1,N,43,239,1,4.5,0,0.5,1,0,0.3,6.3
1,02/08/2018 07:58:44 AM,02/08/2018 08:16:24 AM,1,1.6,1,N,239,236,1,12,0,0.5,2.55,0,0.3,15.35
1,02/08/2018 07:17:42 AM,02/08/2018 07:36:49 AM,1,4.1,1,N,161,13,1,16,0,0.5,2.2,0,0.3,19
1,02/08/2018 07:45:29 AM,02/08/2018 07:59:53 AM,1,2.7,1,N,249,161,1,12,0,0.5,1,0,0.3,13.8
1,02/08/2018 07:14:38 AM,02/08/2018 07:19:54 AM,1,1,1,N,170,162,1,6,0,0.5,1,0,0.3,7.8
1,02/08/2018 07:30:57 AM,02/08/2018 07:42:12 AM,1,1.6,1,N,141,236,1,9,0,0.5,1.96,0,0.3,11.76
1,02/08/2018 07:10:48 AM,02/08/2018 07:37:30 AM,1,7.1,1,N,24,231,1,24.5,0,0.5,5.05,0,0.3,30.35
1,02/08/2018 07:44:19 AM,02/08/2018 07:56:59 AM,1,2.6,1,N,114,246,1,11.5,0,0.5,1,0,0.3,13.3
1,02/08/2018 07:02:36 AM,02/08/2018 07:40:43 AM,3,20,2,N,140,132,1,52,0,0.5,11.7,5.76,0.3,70.26
1,02/08/2018 07:21:24 AM,02/08/2018 07:25:47 AM,1,0.4,1,N,186,164,2,5,0,0.5,0,0,0.3,5.8
1,02/08/2018 07:28:02 AM,02/08/2018 07:32:24 AM,1,0.8,1,N,170,162,2,5,0,0.5,0,0,0.3,5.8
1,02/08/2018 07:43:47 AM,02/08/2018 07:50:36 AM,1,1,1,N,233,230,1,6.5,0,0.5,1.45,0,0.3,8.75
1,02/08/2018 07:57:46 AM,02/08/2018 08:16:36 AM,1,2.6,1,N,50,236,1,13.5,0,0.5,2.85,0,0.3,17.15
1,02/08/2018 07:06:20 AM,02/08/2018 07:16:32 AM,1,1.2,1,N,161,142,2,8,0,0.5,0,0,0.3,8.8
1,02/08/2018 07:20:40 AM,02/08/2018 07:29:37 AM,2,1.3,1,N,142,161,1,7.5,0,0.5,0.83,0,0.3,9.13
1,02/08/2018 07:41:45 AM,02/08/2018 07:52:37 AM,1,1.1,1,N,237,161,1,8,0,0.5,1.5,0,0.3,10.3
1,02/08/2018 07:55:07 AM,02/08/2018 08:22:02 AM,1,11,1,N,264,264,1,31.5,0,0.5,7.6,5.76,0.3,45.66
1,02/08/2018 07:33:01 AM,02/08/2018 08:11:12 AM,1,11.2,1,N,138,233,1,35.5,0,0.5,8.4,5.76,0.3,50.46
1,02/08/2018 07:29:18 AM,02/08/2018 07:42:48 AM,1,3,1,N,68,87,1,12,0,0.5,3.2,0,0.3,16
1,02/08/2018 07:58:07 AM,02/08/2018 08:13:58 AM,2,1.7,1,N,7,223,2,11.5,0,0.5,0,0,0.3,12.3
1,02/08/2018 07:48:43 AM,02/08/2018 08:10:12 AM,1,5.1,1,N,132,197,2,19.5,0,0.5,0,0,0.3,20.3
1,02/08/2018 07:01:30 AM,02/08/2018 07:16:26 AM,1,4.6,1,N,143,231,1,15.5,0,0.5,2.5,0,0.3,18.8
1,02/08/2018 07:31:55 AM,02/08/2018 07:36:13 AM,1,0.6,1,N,107,107,1,5,0,0.5,1.15,0,0.3,6.95
1,02/08/2018 07:39:52 AM,02/08/2018 07:44:33 AM,1,1.2,1,N,170,230,1,6,0,0.5,1,0,0.3,7.8
1,02/08/2018 07:53:18 AM,02/08/2018 07:57:57 AM,1,0.8,1,N,100,161,2,5,0,0.5,0,0,0.3,5.8
1,02/08/2018 07:20:39 AM,02/08/2018 07:32:50 AM,1,1.8,1,N,236,262,1,9.5,0,0.5,2.05,0,0.3,12.35
1,02/08/2018 07:35:33 AM,02/08/2018 07:45:21 AM,1,1.5,1,N,262,236,1,8,0,0.5,1.75,0,0.3,10.55
1,02/08/2018 07:48:29 AM,02/08/2018 08:02:55 AM,1,1.1,1,N,236,262,2,10,0,0.5,0,0,0.3,10.8
2,02/08/2018 07:45:19 AM,02/08/2018 08:02:47 AM,5,3.29,1,N,24,230,1,14.5,0,0.5,3.06,0,0.3,18.36
1,02/08/2018 07:05:55 AM,02/08/2018 07:08:22 AM,1,0.5,1,N,43,239,2,4,0,0.5,0,0,0.3,4.8
1,02/08/2018 07:12:27 AM,02/08/2018 07:34:48 AM,1,2.5,1,N,239,141,1,16,0,0.5,3.35,0,0.3,20.15
1,02/08/2018 07:39:41 AM,02/08/2018 08:00:09 AM,1,3.7,1,N,140,113,1,17,0,0.5,2,0,0.3,19.8
2,02/08/2018 06:56:17 AM,02/08/2018 06:58:16 AM,1,0.48,1,N,48,246,2,4,0,0.5,0,0,0.3,4.8
2,02/08/2018 07:19:58 AM,02/08/2018 07:26:38 AM,1,1.41,1,N,48,234,1,7,0,0.5,0,0,0.3,7.8
2,02/08/2018 07:37:04 AM,02/08/2018 07:50:21 AM,1,2.23,1,N,186,143,1,10.5,0,0.5,2.26,0,0.3,13.56
1,02/08/2018 07:14:28 AM,02/08/2018 07:38:30 AM,1,3.5,1,N,24,141,2,17,0,0.5,0,0,0.3,17.8
1,02/08/2018 07:45:22 AM,02/08/2018 07:54:34 AM,1,1.3,1,N,141,162,1,7.5,0,0.5,1.11,0,0.3,9.41
1,02/08/2018 07:42:22 AM,02/08/2018 07:46:41 AM,1,0.7,1,N,230,50,1,5,0,0.5,1.15,0,0.3,6.95
1,02/08/2018 07:49:21 AM,02/08/2018 08:10:23 AM,1,1.2,1,N,50,48,1,13.5,0,0.5,4.25,0,0.3,18.55
1,02/08/2018 07:10:56 AM,02/08/2018 07:15:42 AM,1,0.5,1,N,236,263,1,5,0,0.5,1.15,0,0.3,6.95
1,02/08/2018 07:19:28 AM,02/08/2018 07:25:02 AM,1,1.3,1,N,236,162,1,6,0,0.5,2,0,0.3,8.8
1,02/08/2018 07:42:10 AM,02/08/2018 07:59:44 AM,1,5.9,1,N,43,244,1,20.5,0,0.5,3.5,0,0.3,24.8
1,02/08/2018 07:09:35 AM,02/08/2018 07:15:50 AM,1,0.7,1,N,100,170,1,6,0,0.5,1.7,0,0.3,8.5
1,02/08/2018 07:37:53 AM,02/08/2018 07:54:04 AM,1,1.1,1,N,186,137,1,11,0,0.5,1.42,0,0.3,13.22
1,02/08/2018 07:30:12 AM,02/08/2018 07:34:52 AM,1,0.6,1,N,186,100,1,5,0,0.5,4.2,0,0.3,10
1,02/08/2018 07:48:40 AM,02/08/2018 08:04:34 AM,1,1.9,1,N,186,161,1,11,0,0.5,2,0,0.3,13.8
2,02/08/2018 07:07:28 AM,02/08/2018 07:19:49 AM,1,1.09,1,N,230,237,1,8.5,0,0.5,2,0,0.3,11.3
2,02/08/2018 07:35:47 AM,02/08/2018 07:46:43 AM,1,1,1,N,230,164,1,8.5,0,0.5,1.86,0,0.3,11.16
2,02/08/2018 07:52:25 AM,02/08/2018 08:05:49 AM,1,2.46,1,N,186,144,1,11,0,0.5,2.36,0,0.3,14.16
2,02/08/2018 06:46:06 AM,02/08/2018 06:59:59 AM,1,4.95,1,N,239,244,1,17,0,0.5,3.56,0,0.3,21.36
1,02/08/2018 07:00:04 AM,02/08/2018 07:37:55 AM,1,13.3,1,N,138,158,1,40.5,0,0.5,9.4,5.76,0.3,56.46
1,02/08/2018 07:50:29 AM,02/08/2018 08:02:26 AM,1,2,1,N,231,87,1,10.5,0,0.5,2.83,0,0.3,14.13
1,02/08/2018 07:43:53 AM,02/08/2018 08:02:33 AM,1,3.3,1,N,152,238,2,14.5,0,0.5,0,0,0.3,15.3
1,02/08/2018 07:02:34 AM,02/08/2018 07:18:23 AM,1,5.7,1,N,239,13,1,18.5,0,0.5,3.2,0,0.3,22.5
1,02/08/2018 07:21:32 AM,02/08/2018 08:00:45 AM,1,7.1,1,N,13,236,1,30,0,0.5,6.16,0,0.3,36.96
2,02/08/2018 07:07:07 AM,02/08/2018 07:14:23 AM,3,0.97,1,N,68,230,1,6.5,0,0.5,1,0,0.3,8.3
2,02/08/2018 07:25:58 AM,02/08/2018 07:32:53 AM,2,0.95,1,N,186,170,2,6.5,0,0.5,0,0,0.3,7.3
2,02/08/2018 07:53:00 AM,02/08/2018 07:53:48 AM,3,0.29,1,N,234,90,2,3,0,0.5,0,0,0.3,3.8
1,02/08/2018 07:52:21 AM,02/08/2018 08:36:48 AM,1,11.8,1,N,138,68,1,37,0,0.5,8.71,5.76,0.3,52.27
1,02/08/2018 07:20:58 AM,02/08/2018 08:08:36 AM,1,14.4,1,N,132,7,1,44,0,0.5,5,0,0.3,49.8
2,02/08/2018 07:12:16 AM,02/08/2018 07:22:59 AM,1,1.75,1,N,68,170,1,9,0,0.5,1,0,0.3,10.8
2,02/08/2018 07:26:25 AM,02/08/2018 07:32:02 AM,1,0.68,1,N,161,230,1,5.5,0,0.5,1.58,0,0.3,7.88
2,02/08/2018 07:35:22 AM,02/08/2018 07:50:58 AM,1,3.58,1,N,48,231,1,14,0,0.5,1,0,0.3,15.8
2,02/08/2018 07:06:11 AM,02/08/2018 07:27:44 AM,2,8.99,1,N,262,125,1,27.5,0,0.5,4.24,0,0.3,32.54
2,02/08/2018 07:46:19 AM,02/08/2018 07:59:04 AM,2,3.83,1,N,13,33,1,14,0,0.5,3.7,0,0.3,18.5
1,02/08/2018 07:13:14 AM,02/08/2018 07:18:11 AM,1,0.5,1,N,143,143,1,5,0,0.5,1.15,0,0.3,6.95
1,02/08/2018 07:23:04 AM,02/08/2018 07:30:14 AM,1,1.4,1,N,50,170,2,7,0,0.5,0,0,0.3,7.8
1,02/08/2018 07:43:06 AM,02/08/2018 07:53:43 AM,1,2,1,N,113,230,1,9.5,0,0.5,2.05,0,0.3,12.35
1,02/08/2018 07:18:17 AM,02/08/2018 07:23:21 AM,1,0.8,1,N,262,140,1,5.5,0,0.5,1.26,0,0.3,7.56
1,02/08/2018 07:32:53 AM,02/08/2018 07:41:53 AM,2,0.9,1,N,262,236,2,7.5,0,0.5,0,0,0.3,8.3
1,02/08/2018 07:43:09 AM,02/08/2018 07:45:04 AM,1,0.1,1,N,236,236,2,3.5,0,0.5,0,0,0.3,4.3
1,02/08/2018 07:46:55 AM,02/08/2018 07:56:02 AM,3,1.1,1,N,236,238,1,7.5,0,0.5,2.05,0,0.3,10.35
1,02/08/2018 07:19:00 AM,02/08/2018 07:34:05 AM,1,2.4,1,N,246,79,1,11.5,0,0.5,2.45,0,0.3,14.75
1,02/08/2018 07:38:41 AM,02/08/2018 07:43:55 AM,1,1.4,1,N,107,233,1,6.5,0,0.5,1.45,0,0.3,8.75
1,02/08/2018 07:51:03 AM,02/08/2018 08:08:47 AM,1,2.8,1,N,170,249,1,13.5,0,0.5,2,0,0.3,16.3
1,02/08/2018 07:00:33 AM,02/08/2018 07:05:09 AM,1,0.6,1,N,230,230,2,5,0,0.5,0,0,0.3,5.8
1,02/08/2018 07:10:08 AM,02/08/2018 07:21:34 AM,1,1.1,1,N,163,229,1,8.5,0,0.5,2.3,0,0.3,11.6
1,02/08/2018 07:27:18 AM,02/08/2018 07:34:20 AM,1,0.9,1,N,237,161,1,6.5,0,0.5,1.45,0,0.3,8.75
1,02/08/2018 07:43:29 AM,02/08/2018 07:55:40 AM,1,2,1,N,48,239,2,10,0,0.5,0,0,0.3,10.8
1,02/08/2018 07:56:29 AM,02/08/2018 07:58:24 AM,1,0.5,1,N,239,238,1,3.5,0,0.5,1,0,0.3,5.3
1,02/08/2018 07:03:04 AM,02/08/2018 07:52:03 AM,2,17.9,2,N,163,132,2,52,0,0.5,0,5.76,0.3,58.56
2,02/08/2018 07:01:41 AM,02/08/2018 07:16:15 AM,2,3.52,1,N,226,140,2,14,0,0.5,0,0,0.3,14.8
2,02/08/2018 07:30:16 AM,02/08/2018 07:35:04 AM,2,0.78,1,N,263,141,1,5,0,0.5,1.16,0,0.3,6.96
2,02/08/2018 07:36:10 AM,02/08/2018 07:38:41 AM,2,0.79,1,N,141,141,2,4.5,0,0.5,0,0,0.3,5.3
2,02/08/2018 07:42:28 AM,02/08/2018 07:52:57 AM,4,1.97,1,N,229,107,1,9,0,0.5,1.96,0,0.3,11.76
1,02/08/2018 07:15:57 AM,02/08/2018 07:30:05 AM,1,2.4,1,N,79,68,2,11.5,0,0.5,0,0,0.3,12.3
1,02/08/2018 07:35:16 AM,02/08/2018 07:44:09 AM,1,1.3,1,N,68,164,1,7.5,0,0.5,1,0,0.3,9.3
1,02/08/2018 07:49:50 AM,02/08/2018 07:59:02 AM,1,0.8,1,N,164,234,1,7.5,0,0.5,2.45,0,0.3,10.75
1,02/08/2018 07:14:18 AM,02/08/2018 07:29:44 AM,1,5.5,1,N,231,162,1,18.5,0,0.5,4,0,0.3,23.3
1,02/08/2018 07:41:14 AM,02/08/2018 08:02:45 AM,2,2.8,1,N,142,43,1,15.5,0,0.5,4.05,0,0.3,20.35
